bawin,category,movie_title,nominee,year_film
False,actress,36 chowringhee lane,jennifer kendal,1982
False,actress,missing,sissy spacek,1982
True,actress,educating rita,julie walters,1983
False,actress,tootsie,jessica lange,1983
False,actress,"another time, another place",phyllis logan,1983
False,actress,sophie's choice,meryl streep,1983
True,actress,a private function,maggie smith,1984
False,actress,terms of endearment,shirley maclaine,1984
False,actress,cal,helen mirren,1984
False,actress,silkwood,meryl streep,1984
True,actress,a passage to india,peggy ashcroft,1985
False,actress,the purple rose of cairo,mia farrow,1985
False,actress,witness,kelly mcgillis,1985
False,actress,letter to brezhnev,alexandra pigg,1985
True,actress,a room with a view,maggie smith,1986
False,actress,hannah and her sisters,mia farrow,1986
False,actress,out of africa,meryl streep,1986
False,actress,mona lisa,cathy tyson,1986
True,actress,84 charing cross road,anne bancroft,1987
False,actress,wish you were here,emily lloyd,1987
False,actress,hope and glory,sarah miles,1987
False,actress,personal services,julie walters,1987
True,actress,the lonely passion of judith hearne,maggie smith,1988
False,actress,babette's feast,stéphane audran,1988
False,actress,moonstruck,cher,1988
False,actress,a fish called wanda,jamie lee curtis,1988
True,actress,shirley valentine,pauline collins,1989
False,actress,dangerous liaisons,glenn close,1989
False,actress,the accused,jodie foster,1989
False,actress,working girl,melanie griffith,1989
True,actress,driving miss daisy,jessica tandy,1990
False,actress,postcards from the edge,shirley maclaine,1990
False,actress,the fabulous baker boys,michelle pfeiffer,1990
False,actress,pretty woman,julia roberts,1990
True,actress,the silence of the lambs,jodie foster,1991
False,actress,thelma & louise,geena davis,1991
False,actress,thelma & louise,susan sarandon,1991
False,actress,"truly, madly, deeply",juliet stevenson,1991
True,actress,howards end,emma thompson,1992
False,actress,husbands and wives,judy davis,1992
False,actress,strictly ballroom,tara morice,1992
False,actress,fried green tomatoes,jessica tandy,1992
True,actress,the piano,holly hunter,1993
False,actress,tom & viv,miranda richardson,1993
False,actress,the remains of the day,emma thompson,1993
False,actress,shadowlands,debra winger,1993
True,actress,the client,susan sarandon,1994
False,actress,the last seduction,linda fiorentino,1994
False,actress,three colours: red (trois couleurs : rouge),irène jacob,1994
False,actress,pulp fiction,uma thurman,1994
True,actress,sense and sensibility,emma thompson,1995
False,actress,to die for,nicole kidman,1995
False,actress,the madness of king george,helen mirren,1995
False,actress,leaving las vegas,elisabeth shue,1995
True,actress,secrets & lies,brenda blethyn,1996
False,actress,fargo,frances mcdormand,1996
False,actress,the english patient,kristin scott thomas,1996
False,actress,breaking the waves,emily watson,1996
True,actress,mrs brown,judi dench,1997
False,actress,l.a. confidential,kim basinger,1997
False,actress,nil by mouth,kathy burke,1997
False,actress,the wings of the dove,helena bonham carter,1997
True,actress,elizabeth,cate blanchett,1998
False,actress,little voice,jane horrocks,1998
False,actress,shakespeare in love,gwyneth paltrow,1998
False,actress,hilary and jackie,emily watson,1998
True,actress,american beauty,annette bening,1999
False,actress,east is east,linda bassett,1999
False,actress,the end of the affair,julianne moore,1999
False,actress,angela's ashes,emily watson,1999
True,actress,erin brockovich,julia roberts,2000
False,actress,chocolat,juliette binoche,2000
False,actress,almost famous,kate hudson,2000
False,actress,boys don't cry,hilary swank,2000
False,actress,"crouching tiger, hidden dragon",michelle yeoh,2000
True,actress,iris,judi dench,2001
False,actress,the others,nicole kidman,2001
False,actress,in the bedroom,sissy spacek,2001
False,actress,amélie,audrey tautou,2001
False,actress,bridget jones's diary,renée zellweger,2001
True,actress,the hours,nicole kidman,2002
False,actress,monster's ball,halle berry,2002
False,actress,frida,salma hayek,2002
False,actress,the hours,meryl streep,2002
False,actress,chicago,renée zellweger,2002
True,actress,lost in translation,scarlett johansson,2003
False,actress,girl with a pearl earring,scarlett johansson,2003
False,actress,the mother,anne reid,2003
False,actress,kill bill: volume 1,uma thurman,2003
False,actress,21 grams,naomi watts,2003
True,actress,vera drake,imelda staunton,2004
False,actress,monster,charlize theron,2004
False,actress,eternal sunshine of the spotless mind,kate winslet,2004
False,actress,finding neverland,kate winslet,2004
False,actress,house of flying daggers,zhang ziyi,2004
True,actress,walk the line,reese witherspoon,2005
False,actress,mrs henderson presents,judi dench,2005
False,actress,north country,charlize theron,2005
False,actress,the constant gardener,rachel weisz,2005
False,actress,memoirs of a geisha,zhang ziyi,2005
True,actress,the queen,helen mirren,2006
False,actress,volver,penélope cruz,2006
False,actress,notes on a scandal,judi dench,2006
False,actress,the devil wears prada,meryl streep,2006
False,actress,little children,kate winslet,2006
True,actress,la vie en rose,marion cotillard,2007
False,actress,elizabeth: the golden age,cate blanchett,2007
False,actress,away from her,julie christie,2007
False,actress,atonement,keira knightley,2007
False,actress,juno,ellen page,2007
True,actress,the reader,kate winslet,2008
False,actress,changeling,angelina jolie,2008
False,actress,doubt,meryl streep,2008
False,actress,i've loved you so long,kristin scott thomas,2008
False,actress,revolutionary road,kate winslet,2008
True,actress,an education,carey mulligan,2009
False,actress,the lovely bones,saoirse ronan,2009
False,actress,precious,gabourey sidibe,2009
False,actress,julie & julia,meryl streep,2009
False,actress,coco before chanel,audrey tautou,2009
True,actress,black swan,natalie portman,2010
False,actress,the kids are all right,annette bening,2010
False,actress,the kids are all right,julianne moore,2010
False,actress,the girl with the dragon tattoo,noomi rapace,2010
False,actress,true grit,hailee steinfeld,2010
True,actress,the iron lady,meryl streep,2011
False,actress,the artist,bérénice bejo,2011
False,actress,the help,viola davis,2011
False,actress,we need to talk about kevin,tilda swinton,2011
False,actress,my week with marilyn,michelle williams,2011
True,actress,amour,emmanuelle riva,2012
False,actress,zero dark thirty,jessica chastain,2012
False,actress,rust and bone,marion cotillard,2012
False,actress,silver linings playbook,jennifer lawrence,2012
False,actress,hitchcock,helen mirren,2012
True,actress,blue jasmine,cate blanchett,2013
False,actress,american hustle,amy adams,2013
False,actress,gravity,sandra bullock,2013
False,actress,philomena,judi dench,2013
False,actress,saving mr. banks,emma thompson,2013
True,actress,still alice,julianne moore,2014
False,actress,big eyes,amy adams,2014
False,actress,the theory of everything,felicity jones,2014
False,actress,gone girl,rosamund pike,2014
False,actress,wild,reese witherspoon,2014
True,actress,room,brie larson,2015
False,actress,carol,cate blanchett,2015
False,actress,brooklyn,saoirse ronan,2015
False,actress,the lady in the van,maggie smith,2015
False,actress,the danish girl,alicia vikander,2015
True,actress,la la land,emma stone,2016
False,actress,arrival,amy adams,2016
False,actress,the girl on the train,emily blunt,2016
False,actress,jackie,natalie portman,2016
False,actress,florence foster jenkins,meryl streep,2016
True,actress,"three billboards outside ebbing, missouri",frances mcdormand,2017
False,actress,film stars don't die in liverpool,annette bening,2017
False,actress,the shape of water,sally hawkins,2017
False,actress,"i, tonya",margot robbie,2017
False,actress,lady bird,saoirse ronan,2017
True,actress,the favourite,olivia colman,2018
False,actress,the wife,glenn close,2018
False,actress,widows,viola davis,2018
False,actress,a star is born,lady gaga,2018
False,actress,can you ever forgive me?,melissa mccarthy,2018
True,actress,judy,renée zellweger,2019
False,actress,wild rose,jessie buckley,2019
False,actress,marriage story,scarlett johansson,2019
False,actress,little women,saoirse ronan,2019
False,actress,bombshell,charlize theron,2019
False,actress,bombshell,maggie smith,2019
False,actress,bombshell,audrey hepburn,2019
False,actress,bombshell,simone signoret,2019
False,actress,bombshell,meryl streep,2019
False,actress,bombshell,audrey hepburn,2019
False,actress,bombshell,shirley maclaine,2019
True,supporting actress,charlie bubbles,billie whitelaw,1968
False,supporting actress,romeo and juliet,pat heywood,1968
False,supporting actress,interlude,virginia maskell,1968
False,supporting actress,games,simone signoret,1968
True,supporting actress,the prime of miss jean brodie,celia johnson,1969
False,supporting actress,three into two won't go,peggy ashcroft,1969
False,supporting actress,the prime of miss jean brodie,pamela franklin,1969
False,supporting actress,oh! what a lovely war,mary wimbush,1969
True,supporting actress,"they shoot horses, don't they?",susannah york,1970
False,supporting actress,ryan's daughter,evin crowley,1970
False,supporting actress,watermelon man,estelle parsons,1970
False,supporting actress,airport,maureen stapleton,1970
True,supporting actress,the go-between,margaret leighton,1971
False,supporting actress,deep end,jane asher,1971
False,supporting actress,the raging moon,georgia brown,1971
False,supporting actress,taking off,georgia engel,1971
True,supporting actress,the last picture show,cloris leachman,1972
False,supporting actress,cabaret,marisa berenson,1972
False,supporting actress,the last picture show,eileen brennan,1972
False,supporting actress,the poseidon adventure,shelley winters,1972
True,supporting actress,day for night,valentina cortese,1973
False,supporting actress,that'll be the day,rosemary leach,1973
False,supporting actress,the day of the jackal,delphine seyrig,1973
False,supporting actress,cries and whispers,ingrid thulin,1973
True,supporting actress,murder on the orient express,ingrid bergman,1974
False,supporting actress,"summer wishes, winter dreams",sylvia sidney,1974
False,supporting actress,the tamarind seed,sylvia syms,1974
False,supporting actress,american graffiti,cindy williams,1974
True,supporting actress,alice doesn't live here anymore,diane ladd,1975
False,supporting actress,nashville,ronee blakley,1975
False,supporting actress,alice doesn't live here anymore,lelia goldoni,1975
False,supporting actress,nashville,gwen welles,1975
True,supporting actress,taxi driver,jodie foster,1976
False,supporting actress,the slipper and the rose,annette crosbie,1976
False,supporting actress,the homecoming,vivien merchant,1976
False,supporting actress,the omen,billie whitelaw,1976
True,supporting actress,equus,jenny agutter,1977
False,supporting actress,welcome to l.a.,geraldine chaplin,1977
False,supporting actress,equus,joan plowright,1977
False,supporting actress,"next stop, greenwich village",shelley winters,1977
True,supporting actress,interiors,geraldine page,1978
False,supporting actress,death on the nile,angela lansbury,1978
False,supporting actress,death on the nile,maggie smith,1978
False,supporting actress,stevie,mona washbourne,1978
True,supporting actress,yanks,rachel roberts,1979
False,supporting actress,the europeans,lisa eichhorn,1979
False,supporting actress,manhattan,mariel hemingway,1979
False,supporting actress,manhattan,meryl streep,1979
True,supporting actress,reds,maureen stapleton,1982
False,supporting actress,gandhi,rohini hattangadi,1982
False,supporting actress,gandhi,candice bergen,1982
False,supporting actress,on golden pond,jane fonda,1982
True,supporting actress,trading places,jamie lee curtis,1983
False,supporting actress,tootsie,teri garr,1983
False,supporting actress,the ploughman's lunch,rosemary harris,1983
False,supporting actress,educating rita,maureen lipman,1983
True,supporting actress,a private function,liz smith,1984
False,supporting actress,the dresser,eileen atkins,1984
False,supporting actress,silkwood,cher,1984
False,supporting actress,once upon a time in america,tuesday weld,1984
True,supporting actress,desperately seeking susan,rosanna arquette,1985
False,supporting actress,wetherby,judi dench,1985
False,supporting actress,prizzi's honor,anjelica huston,1985
False,supporting actress,plenty,tracey ullman,1985
True,supporting actress,a room with a view,judi dench,1986
False,supporting actress,after hours,rosanna arquette,1986
False,supporting actress,hannah and her sisters,barbara hershey,1986
False,supporting actress,a room with a view,rosemary leach,1986
True,supporting actress,hope and glory,susan wooldridge,1987
False,supporting actress,84 charing cross road,judi dench,1987
False,supporting actress,prick up your ears,vanessa redgrave,1987
False,supporting actress,radio days,dianne wiest,1987
True,supporting actress,a handful of dust,judi dench,1988
False,supporting actress,a fish called wanda,maria aitken,1988
False,supporting actress,fatal attraction,anne archer,1988
False,supporting actress,moonstruck,olympia dukakis,1988
True,supporting actress,dangerous liaisons,michelle pfeiffer,1989
False,supporting actress,madame sousatzka,peggy ashcroft,1989
False,supporting actress,"sex, lies, and videotape",laura san giacomo,1989
False,supporting actress,working girl,sigourney weaver,1989
True,supporting actress,ghost,whoopi goldberg,1990
False,supporting actress,crimes and misdemeanors,anjelica huston,1990
False,supporting actress,steel magnolias,shirley maclaine,1990
False,supporting actress,the krays,billie whitelaw,1990
True,supporting actress,frankie and johnny,kate nelligan,1991
False,supporting actress,the grifters,annette bening,1991
False,supporting actress,the fisher king,amanda plummer,1991
False,supporting actress,stepping out,julie walters,1991
True,supporting actress,damage,miranda richardson,1992
False,supporting actress,fried green tomatoes,kathy bates,1992
False,supporting actress,howards end,helena bonham carter,1992
False,supporting actress,the crying game,miranda richardson,1992
True,supporting actress,the age of innocence,miriam margolyes,1993
False,supporting actress,the firm,holly hunter,1993
False,supporting actress,the age of innocence,winona ryder,1993
False,supporting actress,the secret garden,maggie smith,1993
True,supporting actress,four weddings and a funeral,kristin scott thomas,1994
False,supporting actress,four weddings and a funeral,charlotte coleman,1994
False,supporting actress,forrest gump,sally field,1994
False,supporting actress,manhattan murder mystery,anjelica huston,1994
True,supporting actress,sense and sensibility,kate winslet,1995
False,supporting actress,nixon,joan allen,1995
False,supporting actress,mighty aphrodite,mira sorvino,1995
False,supporting actress,sense and sensibility,elizabeth spriggs,1995
True,supporting actress,the english patient,juliette binoche,1996
False,supporting actress,the mirror has two faces,lauren bacall,1996
False,supporting actress,secrets & lies,marianne jean-baptiste,1996
False,supporting actress,shine,lynn redgrave,1996
True,supporting actress,the ice storm,sigourney weaver,1997
False,supporting actress,wilde,jennifer ehle,1997
False,supporting actress,the full monty,lesley sharp,1997
False,supporting actress,wilde,zoe wanamaker,1997
True,supporting actress,shakespeare in love,judi dench,1998
False,supporting actress,primary colors,kathy bates,1998
False,supporting actress,little voice,brenda blethyn,1998
False,supporting actress,gods and monsters,lynn redgrave,1998
True,supporting actress,tea with mussolini,maggie smith,1999
False,supporting actress,american beauty,thora birch,1999
False,supporting actress,the talented mr. ripley,cate blanchett,1999
False,supporting actress,being john malkovich,cameron diaz,1999
False,supporting actress,american beauty,mena suvari,1999
True,supporting actress,billy elliot,julie walters,2000
False,supporting actress,chocolat,judi dench,2000
False,supporting actress,almost famous,frances mcdormand,2000
False,supporting actress,chocolat,lena olin,2000
False,supporting actress,"crouching tiger, hidden dragon",ziyi zhang,2000
True,supporting actress,a beautiful mind,jennifer connelly,2001
False,supporting actress,the shipping news,judi dench,2001
False,supporting actress,gosford park,helen mirren,2001
False,supporting actress,gosford park,maggie smith,2001
False,supporting actress,iris,kate winslet,2001
True,supporting actress,chicago,catherine zeta-jones,2002
False,supporting actress,about a boy,toni collette,2002
False,supporting actress,the hours,julianne moore,2002
False,supporting actress,chicago,queen latifah,2002
False,supporting actress,adaptation.,meryl streep,2002
True,supporting actress,cold mountain,renée zellweger,2003
False,supporting actress,thirteen,holly hunter,2003
False,supporting actress,mystic river,laura linney,2003
False,supporting actress,girl with a pearl earring,judy parfitt,2003
False,supporting actress,love actually,emma thompson,2003
True,supporting actress,the aviator,cate blanchett,2004
False,supporting actress,finding neverland,julie christie,2004
False,supporting actress,vera drake,heather craney,2004
False,supporting actress,closer,natalie portman,2004
False,supporting actress,the manchurian candidate,meryl streep,2004
True,supporting actress,crash,thandie newton,2005
False,supporting actress,pride & prejudice,brenda blethyn,2005
False,supporting actress,capote,catherine keener,2005
False,supporting actress,north country,frances mcdormand,2005
False,supporting actress,brokeback mountain,michelle williams,2005
True,supporting actress,dreamgirls,jennifer hudson,2006
False,supporting actress,the devil wears prada,emily blunt,2006
False,supporting actress,little miss sunshine,abigail breslin,2006
False,supporting actress,little miss sunshine,toni collette,2006
False,supporting actress,the history boys,frances de la tour,2006
True,supporting actress,michael clayton,tilda swinton,2007
False,supporting actress,i'm not there,cate blanchett,2007
False,supporting actress,no country for old men,kelly macdonald,2007
False,supporting actress,control,samantha morton,2007
False,supporting actress,atonement,saoirse ronan,2007
True,supporting actress,vicky cristina barcelona,penélope cruz,2008
False,supporting actress,doubt,amy adams,2008
False,supporting actress,slumdog millionaire,freida pinto,2008
False,supporting actress,burn after reading,tilda swinton,2008
False,supporting actress,the wrestler,marisa tomei,2008
True,supporting actress,precious,mo'nique,2009
False,supporting actress,nowhere boy,anne-marie duff,2009
False,supporting actress,up in the air,vera farmiga,2009
False,supporting actress,up in the air,anna kendrick,2009
False,supporting actress,nowhere boy,kristin scott thomas,2009
True,supporting actress,the king's speech,helena bonham carter,2010
False,supporting actress,the fighter,amy adams,2010
False,supporting actress,black swan,barbara hershey,2010
False,supporting actress,another year,lesley manville,2010
False,supporting actress,made in dagenham,miranda richardson,2010
True,supporting actress,the help,octavia spencer,2011
False,supporting actress,the help,jessica chastain,2011
False,supporting actress,my week with marilyn,judi dench,2011
False,supporting actress,bridesmaids,melissa mccarthy,2011
False,supporting actress,drive,carey mulligan,2011
True,supporting actress,les misérables,anne hathaway,2012
False,supporting actress,the master,amy adams,2012
False,supporting actress,skyfall,judi dench,2012
False,supporting actress,lincoln,sally field,2012
False,supporting actress,the sessions,helen hunt,2012
True,supporting actress,american hustle,jennifer lawrence,2013
False,supporting actress,blue jasmine,sally hawkins,2013
False,supporting actress,12 years a slave,lupita nyong'o,2013
False,supporting actress,august: osage county,julia roberts,2013
False,supporting actress,the butler,oprah winfrey,2013
True,supporting actress,boyhood,patricia arquette,2014
False,supporting actress,the imitation game,keira knightley,2014
False,supporting actress,nightcrawler,rene russo,2014
False,supporting actress,pride,imelda staunton,2014
False,supporting actress,birdman,emma stone,2014
True,supporting actress,steve jobs,kate winslet,2015
False,supporting actress,the hateful eight,jennifer jason leigh,2015
False,supporting actress,carol,rooney mara,2015
False,supporting actress,ex machina,alicia vikander,2015
False,supporting actress,brooklyn,julie walters,2015
True,supporting actress,fences,viola davis,2016
False,supporting actress,moonlight,naomie harris,2016
False,supporting actress,lion,nicole kidman,2016
False,supporting actress,"i, daniel blake",hayley squires,2016
False,supporting actress,manchester by the sea,michelle williams,2016
True,supporting actress,"i, tonya",allison janney,2017
False,supporting actress,phantom thread,lesley manville,2017
False,supporting actress,lady bird,laurie metcalf,2017
False,supporting actress,darkest hour,kristin scott thomas,2017
False,supporting actress,the shape of water,octavia spencer,2017
True,supporting actress,the favourite,rachel weisz,2018
False,supporting actress,vice,amy adams,2018
False,supporting actress,first man,claire foy,2018
False,supporting actress,mary queen of scots,margot robbie,2018
False,supporting actress,the favourite,emma stone,2018
True,supporting actress,marriage story,laura dern,2019
False,supporting actress,jojo rabbit,scarlett johansson,2019
False,supporting actress,little women,florence pugh,2019
False,supporting actress,bombshell,margot robbie,2019
False,supporting actress,once upon a time in hollywood,margot robbie,2019
